loan_id,customer_id,product_code,sanction_amount,interest_rate,tenure_months,sourcing_channel,target_default,max_dpd_ever,max_overdue_amount,total_overdue_amount,total_bounces,total_mob,max_mob,bounce_rate,max_dpd_12m_mob,max_dpd_6m_mob,last_delinq_mob,ever_npa_flag,months_since_last_delinquency,chronic_delinquent,recent_stress_flag,bureau_agency,bureau_score,score_version,total_tradelines,secured_tradelines,unsecured_tradelines,credit_card_tradelines,total_outstanding,total_sanctioned_limit,credit_utilisation_pct,recent_enquiries_3m,recent_enquiries_6m,max_dpd_12m,max_dpd_24m,number_of_defaults,oldest_account_vintage_months,written_off_accounts,suit_filed_flag,wilful_default_flag,bureau_pull_date,load_date_x,ever_dpd90_12m,ever_dpd90_24m,has_writeoff,high_enquiry_flag,long_vintage_flag,unsecured_mix_ratio,enquiry_per_tradeline,bureau_score_band_num,avg_monthly_credit,avg_monthly_debit,avg_eod_balance,min_balance,max_balance,emi_bounce_count,salary_credit_count,salary_flag,inward_cheque_bounce_count,outward_cheque_bounce_count,avg_monthly_emi_outflow,cash_withdrawal_pct,upi_txn_count_monthly,international_txn_flag,gaming_txn_flag,casino_txn_flag,credit_card_payment_flag,statement_start_date,statement_end_date,bank_name,account_type,load_date_y,net_cashflow_ratio,emi_to_income_ratio,balance_to_income_ratio,high_stress_flag,high_cash_flag,application_id,declared_income,employment_type,company_name,company_category,work_experience_years,years_at_current_employer,loan_purpose,requested_amount,requested_tenure,foir,existing_monthly_obligations,co_applicant_flag,co_applicant_income,ltv_ratio,property_value,application_date,application_status,credit_decisioning_model,load_date,income_deviation_pct,mismatch_flag,verified_income,itr_assessed_income,verification_status,employment_risk_rank,high_foir_flag,high_ltv_flag,low_experience,declared_to_verified_ratio,itr_to_declared_ratio,effective_income,loan_to_income_ratio
1000388,2000388,CL,41753943.51,10.71,36,Referral,0,209,9528704.29,118428181.88999999,12,36,36,0.3333333333333333,31,30,36,0.0,0,1,1,CIBIL TransUnion,687.0,Experian v4,5,2,4,2,16508621.65,26855311.96,9.34,6,0,0,0,2,199,0,0,0,2024-09-10,2024-12-31,0,0,0,1,1,0.8,0.0,3.0,737585.22,713917.77,1946261.29,131025.89,2758971.74,0,2,1,5,2,359887.63,11.37,1,0,0,0,False,2024-01-01,2024-12-31,Kotak Mahindra,Savings,2024-12-31,0.03208774980604947,0.48792684593110475,2.6386934515851608,1,0,3000388,9725492.82,Contract,"Bir, Sunder and Narang",CAT-A Listed,2,2,Home Construction,18793119.2,180,0.3692,299221.0,0,0.0,0.7464,30760613.05,2024-03-02,Disbursed,ML Scorecard v2,2024-12-31,-28.96,1,6909291.48,7296487.44,Verified - Positive,4.0,0,0,0,1.407596256164894,0.7502434658113295,9725492.82,1.9323564931694637
1000389,2000389,TL,33617093.93,11.64,48,Digital - Web,0,148,4396683.15,48363514.65,17,36,36,0.4722222222222222,61,61,36,0.0,0,1,1,Experian,675.0,CIBIL V3.0,9,7,5,0,18524363.98,10771548.52,79.62,2,11,0,60,0,144,0,0,0,2024-02-01,2024-12-31,0,0,0,0,1,0.5555555555555556,1.2222222222222223,3.0,637124.13,763126.45,1336539.48,196700.67,4163052.22,0,1,1,3,2,324631.54,19.29,88,0,0,0,True,2024-01-01,2024-12-31,Punjab National,NRE,2024-12-31,-0.1977673016402627,0.5095263618409807,2.097769362463167,1,0,3000389,8921391.03,Business - Proprietorship,"Bhat, Karan and Bahl",Government PSU,7,11,Education,14094189.48,84,0.327,243107.91,0,0.0,0.6939,19727952.02,2023-09-08,Disbursed,Rule Engine v3,2024-12-31,18.22,1,10546480.59,8705782.57,Verified with Discrepancy,3.0,0,0,0,0.8459116720376954,0.975832416797451,8921391.03,1.5798197201092756
1000393,2000393,PL,44575722.24,10.74,24,DSA,1,60,6216604.08,31083020.400000002,7,36,36,0.19444444444444445,0,0,36,0.0,0,0,0,Equifax,607.0,Equifax v5,6,4,5,5,15103214.29,29063926.83,22.6,6,6,0,1,0,165,0,0,0,2024-07-21,2024-12-31,0,0,0,1,1,0.8333333333333334,1.0,2.0,670005.43,366026.7,1185163.43,95998.18,3641595.2,2,1,1,3,0,203467.42,32.32,23,0,0,0,True,2024-01-01,2024-12-31,Yes Bank,Salary,2024-12-31,0.4536959200464988,0.3036802552480806,1.7688863058915805,1,0,3000393,6582101.25,Business - Partnership,"Ben, Pandey and Gandhi",CAT-D Unrated,3,3,Consumer Durables,9242031.07,240,0.6366,349180.47,0,0.0,0.5935,14563618.91,2022-09-30,Disbursed,ML Scorecard v2,2024-12-31,-3.82,0,6330769.01,5569307.41,Verified - Positive,3.0,1,0,0,1.0397001121985336,0.8461291004905159,6582101.25,1.4041156036607612
1000395,2000395,PL,23288586.99,15.92,120,Branch Walk-in,1,121,1944770.65,44340770.82,29,36,36,0.8055555555555556,121,60,36,0.0,0,1,1,CIBIL TransUnion,780.0,CIBIL V2.0,15,2,6,3,13994234.57,3335396.32,94.06,3,8,0,0,0,30,0,0,0,2024-03-22,2024-12-31,0,0,0,1,0,0.4,0.5333333333333333,5.0,510526.16,333423.6,855373.74,119114.25,3277246.87,3,1,1,5,2,200414.02,12.49,64,0,0,1,True,2024-01-01,2024-12-31,HDFC Bank,Current,2024-12-31,0.34690202750824756,0.3925636641225202,1.6754748473613967,1,0,3000395,5227932.94,Business - Proprietorship,Dash PLC,CAT-B MNC,11,2,Top-Up Loan,1846198.39,180,0.454,197790.13,0,0.0,0.5811,3417446.87,2022-10-02,Disbursed,Rule Engine v3,2024-12-31,-4.15,0,5010938.12,5138047.3,Verified with Discrepancy,3.0,0,0,0,1.0433042306257816,0.9828066578068998,5227932.94,0.35314117667316514
1000396,2000396,EL,8045198.65,16.84,36,Branch Walk-in,1,90,1144772.2,13164880.3,9,36,36,0.25,0,0,36,0.0,0,1,0,CIBIL TransUnion,730.0,Experian v4,2,3,3,1,8636303.18,1248155.97,54.32,3,12,0,1,1,129,0,0,0,2024-07-23,2024-12-31,0,0,0,1,1,1.5,6.0,4.0,119645.65,47563.02,124089.38,5431.5,461302.45,0,1,1,0,1,30169.72,21.37,37,1,0,0,True,2024-01-01,2024-12-31,Axis Bank,Savings,2024-12-31,0.6024676200095868,0.2521589376630074,1.0371407568933766,0,0,3000396,1103637.67,Contract,Patel Group,CAT-C SME,25,6,Business Expansion,6919281.78,180,0.3759,34571.45,0,0.0,0.871,11531589.06,2023-12-10,Disbursed,Rule Engine v3,2024-12-31,-18.18,1,903039.62,962452.43,Unverified,4.0,0,1,0,1.2221364883193053,0.8720728334689772,1103637.67,6.269523021989636
1000401,2000001,BL,7596996.35,10.1,24,Digital - Mobile App,1,121,1754567.9,25265777.76,16,36,36,0.4444444444444444,60,60,36,0.0,0,1,1,Equifax,641.0,CIBIL V2.0,14,0,4,1,5375087.98,4156443.3,96.12,4,6,0,180,0,57,0,0,0,2024-08-17,2024-12-31,0,1,0,1,0,0.2857142857142857,0.42857142857142855,2.0,621817.95,299571.25,1074307.07,110299.07,4301003.21,0,1,1,5,2,51580.0,34.06,137,0,0,0,False,2024-01-01,2024-12-31,Punjab National,Savings,2024-12-31,0.5182331902769934,0.08295032332212347,1.7276874525735388,1,0,3000001,5960334.01,Business - Partnership,Gopal-Vyas,CAT-C SME,4,2,Medical Emergency,9518916.88,48,0.5863,291211.99,0,0.0,0.7975,18198309.57,2023-11-13,Withdrawn,Rule Engine v3,2024-12-31,6.71,0,6360194.42,5513753.44,Verified - Positive,3.0,0,0,0,0.9371307882126031,0.9250745731278238,5960334.01,1.5970442032324965
1000403,2000003,CL,7428568.49,10.24,36,DSA,1,122,1202684.6,20205101.28,17,36,36,0.4722222222222222,32,0,36,0.0,0,1,0,Equifax,601.0,Equifax v5,15,4,0,4,9944517.7,16278360.9,95.45,3,6,0,180,0,121,0,0,0,2024-03-23,2024-12-31,0,1,0,1,1,0.0,0.4,2.0,563412.78,382011.7,237683.47,26839.8,2741681.69,1,3,1,2,2,41368.73,9.21,56,0,0,0,False,2024-01-01,2024-12-31,SBI,OD Account,2024-12-31,0.3219683444170365,0.07342526025057508,0.42186382424623026,1,0,3000003,4884631.11,Business - Pvt Ltd,"Subramanian, Brahmbhatt and Kurian",CAT-A Listed,15,13,Consumer Durables,13112599.01,240,0.5031,204788.16,1,0.0,0.7271,24293999.05,2022-05-05,Withdrawn,Rule Engine v3,2024-12-31,-14.61,0,4171122.19,3847911.3,Verified - Positive,4.0,0,0,0,1.1710592227939505,0.7877588324167226,4884631.11,2.6844604463897785
1000404,2000004,BL,22515247.74,23.88,180,Digital - Web,0,150,2768085.72,35062419.12,16,36,36,0.4444444444444444,31,31,36,0.0,0,1,1,Equifax,874.0,CIBIL V3.0,11,0,1,0,14702898.79,1559192.37,16.89,5,4,1,180,0,27,0,0,0,2024-02-27,2024-12-31,0,1,0,1,0,0.09090909090909091,0.36363636363636365,5.0,313770.65,253590.36,89133.14,60880.48,1990253.21,0,2,1,5,3,102194.13,30.61,90,0,0,0,True,2024-01-01,2024-12-31,Axis Bank,Savings,2024-12-31,0.19179706578674593,0.3256969063231376,0.2840709926183344,1,0,3000004,2805251.75,Salaried,Dua LLC,CAT-B MNC,35,5,Vehicle Purchase,10515540.79,60,0.5769,134862.48,0,0.0,0.7895,14605976.83,2023-10-20,Disbursed,ML Scorecard v2,2024-12-31,29.13,1,3622351.98,2210036.61,Verified - Positive,4.0,0,0,0,0.7744282624903834,0.7878211322744919,2805251.75,3.748519465320715
1000409,2000009,VL,6780766.97,15.37,48,Co-lending Partner,1,181,1329916.21,28308216.47,18,36,36,0.5,90,90,36,0.0,0,1,1,Equifax,624.0,Experian v4,14,2,5,2,19359691.53,6963260.78,25.34,8,6,1,0,0,7,0,0,0,2024-08-14,2024-12-31,0,0,0,1,0,0.35714285714285715,0.42857142857142855,2.0,1132716.83,899222.62,1380148.86,215575.6,8601877.23,0,1,1,4,0,221749.53,5.36,54,0,0,0,False,2024-01-01,2024-12-31,Federal Bank,Savings,2024-12-31,0.20613643570564769,0.19576784252424323,1.2184412056453686,1,0,3000009,10339190.1,Business - Pvt Ltd,Sarma LLC,CAT-C SME,15,2,Marriage,19247297.49,240,0.4223,363853.33,0,0.0,0.8067,29350094.94,2022-06-10,Withdrawn,Rule Engine v3,2024-12-31,9.01,0,11270769.26,8575125.1,Unverified,4.0,0,0,0,0.9173455565889209,0.82938073650469,10339190.1,1.861586575335335
1000410,2000010,CL,26174777.43,16.08,120,Co-lending Partner,1,92,1759070.84,35621184.51,18,36,36,0.5,92,90,32,0.0,4,1,1,Equifax,674.0,CIBIL V3.0,2,7,5,5,17782193.96,10174116.76,41.89,7,4,0,0,0,174,0,0,0,2024-05-03,2024-12-31,0,0,0,1,1,2.5,2.0,3.0,1058485.6,436351.3,1349494.79,55678.76,7336530.06,3,1,1,3,0,237781.0,0.97,153,0,0,0,False,2024-01-01,2024-12-31,Punjab National,Salary,2024-12-31,0.5877588698419705,0.22464264039113993,1.2749297581374748,1,0,3000010,9134859.23,Self Employed Non-Professional,"Narayan, Deo and Dalal",CAT-C SME,10,2,Medical Emergency,5716934.49,180,0.4687,356792.38,0,0.0,0.5086,8508262.44,2021-10-10,Disbursed,Hybrid Model v1,2024-12-31,-9.29,0,8286573.15,7245321.52,Verified - Positive,4.0,0,0,0,1.1023687433447684,0.7931508671973262,9134859.23,0.625837174504549
1000412,2000012,PL,18573627.15,16.66,60,Co-lending Partner,1,212,3665709.76,77438118.67999999,21,36,36,0.5833333333333334,62,32,36,0.0,0,1,1,Experian,764.0,CIBIL V3.0,8,6,6,0,7526064.81,6570698.8,50.19,8,1,3,1,1,44,0,0,0,2024-06-05,2024-12-31,0,0,0,1,0,0.75,0.125,5.0,737085.97,846120.33,1477431.29,247663.09,4870588.58,0,2,1,1,0,302455.31,25.6,129,0,0,0,False,2024-01-01,2024-12-31,Yes Bank,NRE,2024-12-31,-0.14792624529266238,0.41033925798370574,2.004421940089295,0,0,3000012,10283660.75,Self Employed Non-Professional,Borra-Dayal,CAT-B MNC,14,6,Business Expansion,7391296.56,24,0.265,227097.51,1,0.0,0.7778,11483828.37,2023-10-17,Pending Docs,Rule Engine v3,2024-12-31,-15.74,1,8664853.33,9801733.22,Refer to Credit,4.0,0,0,0,1.1868245610569383,0.9531365783337418,10283660.75,0.7187417729625124
1000414,2000014,PL,19516273.66,17.99,24,Co-lending Partner,1,180,6819666.98,169517436.36,20,36,36,0.5555555555555556,179,179,36,0.0,0,1,1,CRIF Highmark,740.0,CIBIL V2.0,1,7,4,4,15350283.2,6477083.43,76.85,0,6,0,1,0,58,1,0,0,2024-02-07,2024-12-31,0,0,1,0,0,4.0,6.0,4.0,942220.22,721254.67,1743238.76,38903.3,1644897.73,0,1,1,2,0,143202.77,13.38,3,0,1,0,False,2024-01-01,2024-12-31,Punjab National,Savings,2024-12-31,0.23451582263857587,0.15198439490080143,1.8501394079613362,0,0,3000014,8299461.19,Salaried,Bhargava and Sons,CAT-D Unrated,31,14,Home Construction,17902260.19,36,0.4002,276787.03,0,0.0,0.8128,34434903.17,2023-12-25,Disbursed,Rule Engine v3,2024-12-31,-1.74,0,8154678.1,8168642.72,Verified with Discrepancy,4.0,0,0,0,1.0177546051756476,0.984237715316071,8299461.19,2.1570388462772003
1000415,2000015,GL,4093982.86,8.12,120,Telesales,0,123,249656.4,4943196.72,22,36,36,0.6111111111111112,33,31,36,0.0,0,1,1,CRIF Highmark,469.0,Experian v4,8,6,1,0,4872197.54,1865168.78,16.32,0,1,0,5,0,87,0,0,0,2024-12-22,2024-12-31,0,0,0,0,1,0.125,0.125,1.0,293393.9,322005.48,409752.86,30087.72,1437220.0,1,1,1,4,3,127083.91,23.28,39,0,1,0,True,2024-01-01,2024-12-31,HDFC Bank,Savings,2024-12-31,-0.09751934174500546,0.4331511664012101,1.3965963845874094,1,0,3000015,3554405.1,Contract,Majumdar LLC,CAT-D Unrated,3,15,Balance Transfer,7687768.1,240,0.6042,178964.3,0,0.0,0.577,12513755.52,2022-09-27,Disbursed,ML Scorecard v2,2024-12-31,-27.62,1,2572746.63,3103371.67,Verified - Positive,4.0,1,0,0,1.3815604920255984,0.8731057892078761,3554405.1,2.1628846132366846
1000416,2000016,EL,22004705.22,10.83,240,Referral,1,91,898358.88,9432768.24,7,36,36,0.19444444444444445,91,1,36,0.0,0,0,0,Experian,604.0,Experian v4,11,6,7,2,188816.29,177681.91,61.79,0,4,0,2,2,23,0,0,0,2024-04-24,2024-12-31,0,0,0,0,0,0.6363636363636364,0.36363636363636365,2.0,284075.0,171309.77,519209.11,6696.22,2699135.92,0,1,1,2,0,60837.51,26.35,70,0,0,0,False,2024-01-01,2024-12-31,ICICI Bank,Salary,2024-12-31,0.3969558391269912,0.21416002816157706,1.8277184194314882,0,0,3000016,4004600.39,Business - Partnership,Mand LLC,CAT-B MNC,10,14,Consumer Durables,5984950.66,240,0.5678,189484.34,0,441124.51,0.6005,10118680.18,2021-03-20,Disbursed,Rule Engine v3,2024-12-31,-24.91,1,3007245.29,3941033.18,Verified - Positive,3.0,0,0,0,1.3316507314240402,0.9841264536260009,4004600.39,1.4945188226383805
1000419,2000019,BL,30357534.06,10.71,120,Co-lending Partner,0,31,826414.5,7024523.25,9,36,36,0.25,31,31,32,0.0,4,1,1,Experian,603.0,CIBIL V3.0,11,2,4,3,6132508.95,11922776.37,91.6,7,9,0,1,0,96,0,0,0,2024-12-25,2024-12-31,0,0,0,1,1,0.36363636363636365,0.8181818181818182,2.0,500164.07,320951.04,1458497.48,29003.7,2523424.13,1,2,1,2,2,81807.57,30.48,116,0,0,0,True,2024-01-01,2024-12-31,IndusInd Bank,NRE,2024-12-31,0.35830848465384574,0.16356146893958218,2.9160380912607335,1,0,3000019,6782686.78,Business - Pvt Ltd,Mittal and Sons,CAT-B MNC,23,11,Marriage,15602880.87,84,0.567,320481.95,1,175162.79,0.5226,19049187.91,2023-09-20,Withdrawn,ML Scorecard v2,2024-12-31,-14.92,0,5771047.98,6526801.87,Verified - Positive,4.0,0,0,0,1.1752955101925873,0.9622738129741559,6957849.57,2.2424860889885547
1000420,2000020,ML,14783166.04,23.13,240,Telesales,1,129,1439459.9,39153309.28,18,36,36,0.5,122,120,36,0.0,0,1,1,CRIF Highmark,647.0,Equifax v5,14,8,0,4,9884799.5,19041138.92,28.99,7,8,120,180,0,172,0,0,0,2024-08-10,2024-12-31,1,1,0,1,1,0.0,0.5714285714285714,2.0,621522.56,358145.14,297583.5,28061.82,3520681.03,0,1,1,3,1,110002.02,14.41,2,0,0,0,True,2024-01-01,2024-12-31,IndusInd Bank,Savings,2024-12-31,0.4237616410899067,0.17698797610822042,0.47879758379164866,1,0,3000020,5493482.46,Self Employed Professional,"Sidhu, Pandya and Borde",CAT-B MNC,1,1,Vehicle Purchase,1125311.41,180,0.6428,294267.54,0,0.0,0.7638,1671014.46,2022-02-03,Disbursed,Hybrid Model v1,2024-12-31,10.19,0,6053300.57,4613791.33,Verified - Positive,4.0,1,0,1,0.9075185341407885,0.8398663986996693,5493482.46,0.20484481714355013
1000421,2000021,BL,37897916.92,23.36,180,Aggregator,0,150,4568590.68,59391678.84,20,36,36,0.5555555555555556,59,59,36,0.0,0,1,1,Equifax,736.0,Experian v4,13,7,2,0,2623926.86,6217822.0,31.64,1,0,0,180,0,218,1,0,0,2024-02-15,2024-12-31,0,1,1,0,1,0.15384615384615385,0.0,4.0,643056.51,465015.66,269821.12,93174.53,6158006.8,1,2,1,1,1,129911.24,16.62,146,0,0,0,True,2024-01-01,2024-12-31,Kotak Mahindra,Savings,2024-12-31,0.2768665696269835,0.20202149885707557,0.4195916156730922,1,0,3000021,7503071.23,Contract,"Devan, Gala and Dugar",Government PSU,12,5,Home Purchase,14651413.04,48,0.605,378279.84,0,0.0,0.7367,21247048.24,2021-12-11,Disbursed,ML Scorecard v2,2024-12-31,-4.64,0,7155095.36,7706634.56,Verified - Positive,4.0,1,0,0,1.0486332959229772,1.0271306673973823,7503071.23,1.9527221041722669
1000424,2000024,PL,47361193.64,18.77,48,Branch Walk-in,0,93,5641454.28,94494359.19,15,36,36,0.4166666666666667,33,2,36,0.0,0,1,0,CRIF Highmark,894.0,Equifax v5,3,1,1,4,18180777.81,657495.54,61.31,4,3,10,1,0,83,0,0,0,2024-10-22,2024-12-31,0,0,0,1,1,0.3333333333333333,1.0,5.0,433203.28,419634.26,1003013.52,65377.05,3425976.95,0,0,1,0,1,62794.58,25.74,160,0,0,0,False,2024-01-01,2024-12-31,HDFC Bank,Savings,2024-12-31,0.03132252368910969,0.14495407329325855,2.3153414720220953,0,0,3000024,4831988.72,Contract,Arora Group,CAT-C SME,16,1,Medical Emergency,11140412.13,84,0.2626,105740.02,0,0.0,0.6443,14491034.66,2020-08-24,Rejected,ML Scorecard v2,2024-12-31,14.77,0,5545844.72,5127839.7,Verified - Positive,4.0,0,0,0,0.871280925442139,1.061227580845843,4831988.72,2.305554250134922
1000425,2000025,BL,41833102.03,13.37,24,Aggregator,1,152,11976599.46,339336984.70000005,19,36,36,0.5277777777777778,152,121,36,0.0,0,1,1,CIBIL TransUnion,810.0,Equifax v5,3,4,4,0,10562749.85,22533845.6,6.92,6,12,0,0,0,93,1,1,0,2024-09-10,2024-12-31,0,0,1,1,1,1.3333333333333333,4.0,5.0,1068525.2,643428.13,2999086.43,100878.95,4869672.81,0,1,1,3,0,253170.65,2.19,22,0,0,0,False,2024-01-01,2024-12-31,Kotak Mahindra,Salary,2024-12-31,0.3978353248009499,0.23693465535487604,2.8067531116720508,1,0,3000025,12227339.72,Salaried,Keer Ltd,CAT-D Unrated,3,14,Balance Transfer,11550650.3,180,0.6228,634598.93,0,0.0,0.5008,15401924.83,2020-01-27,Withdrawn,ML Scorecard v2,2024-12-31,-13.58,0,10566753.0,10774637.01,Verified - Positive,4.0,1,0,0,1.157152033363513,0.8811922508684497,12227339.72,0.9446576740733593
1000426,2000026,EL,18622707.12,12.7,60,Referral,1,152,2525216.22,50504324.400000006,17,36,36,0.4722222222222222,120,4,36,0.0,0,1,0,CRIF Highmark,771.0,CIBIL V2.0,2,3,4,1,1538639.42,6726318.53,18.39,3,1,0,0,0,194,0,0,0,2024-07-06,2024-12-31,0,0,0,1,1,2.0,0.5,5.0,1152804.05,976900.89,2169265.65,148481.19,8821040.34,2,1,1,4,2,442752.12,8.59,125,0,0,0,True,2024-01-01,2024-12-31,Yes Bank,Current,2024-12-31,0.1525872154942551,0.3840653752040514,1.8817297267475768,1,0,3000026,11086083.3,Contract,Vora and Sons,CAT-D Unrated,19,13,Top-Up Loan,2924289.01,12,0.395,364916.91,0,0.0,0.8972,4702231.75,2023-03-19,Disbursed,Hybrid Model v1,2024-12-31,18.9,1,13181110.68,11798837.89,Verified with Discrepancy,4.0,0,1,0,0.8410583576102709,1.0642927326732246,11086083.3,0.2637801765389946
1000427,2000027,HL,26334198.65,14.48,240,Digital - Web,0,91,1346765.2,22895008.4,22,36,36,0.6111111111111112,91,91,36,0.0,0,1,1,Experian,775.0,Experian v4,15,7,2,3,3326429.39,8140133.53,44.47,3,9,0,0,3,119,0,0,0,2024-04-11,2024-12-31,0,0,0,1,1,0.13333333333333333,0.6,5.0,1203304.48,759487.78,1085944.44,206289.24,3952171.25,0,2,1,5,2,414527.55,11.82,108,0,0,0,True,2024-01-01,2024-12-31,Yes Bank,OD Account,2024-12-31,0.3688315861667863,0.34449098868143496,0.9024685422928035,1,0,3000027,12318828.27,Salaried,Vohra and Sons,CAT-B MNC,10,10,Working Capital,15318812.61,60,0.5892,604854.47,0,0.0,0.6481,26856636.39,2024-09-01,Rejected,Rule Engine v3,2024-12-31,-13.1,0,10705558.72,12308977.9,Verified with Discrepancy,4.0,0,0,0,1.1506945683260892,0.9992003809303854,12318828.27,1.243528383889063
1000428,2000028,GL,34491606.4,7.7,48,DST,1,121,4185961.15,66138186.17,20,36,36,0.5555555555555556,60,60,36,0.0,0,1,1,Experian,330.0,Experian v4,15,0,3,3,5736430.96,22540370.11,4.04,2,10,60,60,0,8,0,0,0,2024-11-17,2024-12-31,0,0,0,0,0,0.2,0.6666666666666666,1.0,792791.37,559217.8,201603.22,192418.81,5095038.28,0,1,1,0,1,89609.8,20.97,16,0,0,0,False,2024-01-01,2024-12-31,Punjab National,Current,2024-12-31,0.29462173635921385,0.11303074603347411,0.25429542705541813,0,0,3000028,8980652.25,Self Employed Professional,Bhavsar and Sons,CAT-D Unrated,16,9,Home Purchase,9838354.26,36,0.4219,315744.77,0,0.0,0.7356,11015227.26,2022-07-27,Disbursed,Manual,2024-12-31,-8.89,0,8182650.18,7435289.06,Verification Failed,4.0,0,0,0,1.0975236692814356,0.8279230564795558,8980652.25,1.0955055363601234
1000429,2000029,ML,13216166.83,11.95,84,Branch Walk-in,1,121,1164741.1,19800598.7,17,36,36,0.4722222222222222,60,31,36,0.0,0,1,1,CRIF Highmark,874.0,Equifax v5,6,1,7,1,9682628.18,15002417.94,70.72,3,2,1,180,0,104,0,0,0,2024-02-25,2024-12-31,0,1,0,1,1,1.1666666666666667,0.3333333333333333,5.0,992913.12,980186.42,2236141.22,287957.24,10441641.7,0,1,1,3,0,479232.65,28.99,4,0,0,0,True,2024-01-01,2024-12-31,Yes Bank,Current,2024-12-31,0.012817536341951,0.48265315499104294,2.252101593742663,1,0,3000029,13929767.03,Self Employed Non-Professional,"Walia, Kala and Mander",CAT-C SME,21,7,Balance Transfer,16701201.94,60,0.5691,660619.2,0,0.0,0.7206,20399935.23,2022-10-08,Disbursed,Hybrid Model v1,2024-12-31,-12.5,0,12187987.47,14292632.81,Verified - Positive,4.0,0,0,0,1.1429095299192984,1.0260496661012715,13929767.03,1.1989577359069443
1000430,2000030,GL,42730871.75,12.11,36,Branch Walk-in,0,118,5686089.84,82448302.67999999,17,36,36,0.4722222222222222,31,30,36,0.0,0,1,1,CIBIL TransUnion,562.0,CIBIL V2.0,2,5,0,1,18558323.32,5513168.68,94.91,3,0,1,0,0,63,0,0,0,2024-06-02,2024-12-31,0,0,0,1,1,0.0,0.0,1.0,531492.04,348665.68,1509991.85,132421.23,3539270.08,3,1,1,1,1,167418.35,32.84,41,0,0,0,False,2024-01-01,2024-12-31,ICICI Bank,Savings,2024-12-31,0.34398701436807977,0.3149969094551256,2.8410432073451184,1,0,3000030,6351559.19,Business - Proprietorship,Swaminathan and Sons,CAT-B MNC,27,10,Business Expansion,8192906.86,12,0.5974,316201.79,0,220822.46,0.8553,11612350.06,2024-03-17,Disbursed,Rule Engine v3,2024-12-31,18.47,1,7524495.64,4984501.82,Verified - Positive,3.0,0,1,0,0.8441175985584066,0.7847682231864709,6351559.19,1.289904827290132
1000431,2000031,ML,21667715.71,13.78,36,Digital - Web,1,150,4429428.24,98923897.36,16,36,36,0.4444444444444444,120,60,36,0.0,0,1,1,Experian,627.0,CIBIL V2.0,10,0,6,3,11417329.06,16504193.56,93.2,4,12,1,0,0,110,1,0,0,2024-07-07,2024-12-31,0,0,1,1,1,0.6,1.2,2.0,648081.42,468749.87,2198373.41,211572.72,7279191.14,0,1,1,4,2,108283.74,12.26,57,0,0,0,True,2024-01-01,2024-12-31,IDFC First,Savings,2024-12-31,0.2767114508544313,0.16708354329923544,3.3921253443741683,1,0,3000031,9046537.46,Business - Pvt Ltd,"Iyer, Yogi and Sethi",CAT-D Unrated,2,9,Top-Up Loan,2873919.78,24,0.6357,479240.32,1,0.0,0.5132,3222239.8,2020-10-25,Withdrawn,Hybrid Model v1,2024-12-31,23.09,1,11135631.74,8458969.96,Verified with Discrepancy,4.0,1,0,0,0.812395530960689,0.9350505646389045,9046537.46,0.3176817420706286
1000432,2000032,EL,15071705.69,16.78,12,DSA,0,127,6865190.55,141422925.33,26,36,36,0.7222222222222222,62,62,36,0.0,0,1,1,CIBIL TransUnion,429.0,Equifax v5,11,2,3,0,252922.92,4156427.06,50.34,4,9,120,0,0,212,0,0,0,2024-01-22,2024-12-31,1,0,0,1,1,0.2727272727272727,0.8181818181818182,1.0,59163.88,37348.7,187267.36,4552.92,142022.79,0,0,1,1,0,20483.99,0.39,15,0,0,0,False,2024-01-01,2024-12-31,Yes Bank,Salary,2024-12-31,0.3687246340165655,0.3462245883806134,3.1652312187774028,0,0,3000032,775035.35,Salaried,"Pathak, Mitra and Shankar",CAT-B MNC,11,4,Working Capital,18466984.18,120,0.3922,25330.74,0,0.0,0.5306,26711061.89,2024-06-02,Sanctioned - Not Disbursed,Rule Engine v3,2024-12-31,28.96,1,999522.3,804258.12,Verified with Discrepancy,4.0,0,0,0,0.7754057613321883,1.0377050801618275,775035.35,23.827279852460922
1000434,2000034,CL,10028009.72,17.0,240,DST,1,152,882545.4,18680544.3,17,36,36,0.4722222222222222,90,60,36,0.0,0,1,1,Experian,653.0,Equifax v5,14,4,6,2,6029424.54,29225905.4,15.29,1,6,1,60,0,209,0,0,0,2024-10-25,2024-12-31,0,0,0,0,1,0.42857142857142855,0.42857142857142855,3.0,900169.95,610682.5,860808.05,190830.27,1604049.12,0,1,0,2,2,361419.07,2.95,148,0,0,0,True,2024-01-01,2024-12-31,ICICI Bank,Salary,2024-12-31,0.3215919949338455,0.4015009276859331,0.9562728127060897,1,0,3000034,8750361.26,Self Employed Non-Professional,"Pai, Sidhu and Ram",CAT-B MNC,20,11,Education,11289593.9,180,0.4884,356139.7,0,0.0,0.5667,13506352.47,2020-11-03,Withdrawn,ML Scorecard v2,2024-12-31,26.4,1,11060055.16,7977840.2,Verified - Positive,4.0,0,0,0,0.7911679583341246,0.9117155238456978,8750361.26,1.2901860351306227
